preCost,cost,itemDescription
0.679,6.79,baking powder
0.806,8.06,shopping bags
0.644,6.44,bottled water
0.462,4.62,cereals
0.642,6.42,other vegetables
0.973,9.73,fruit/vegetable juice
0.318,3.18,cling film/bags
0.043,0.43,fruit/vegetable juice
0.34,3.4,napkins
0.23,2.3,cling film/bags
0.709,7.09,Instant food products
0.351,3.51,dishes
0.11,1.1,waffles
0.737,7.37,long life bakery product
0.809,8.09,hard cheese
0.402,4.02,rolls/buns
0.509,5.09,mayonnaise
0.333,3.33,fruit/vegetable juice
0.797,7.97,rolls/buns
0.626,6.26,misc. beverages
0.349,3.49,coffee
0.168,1.68,white bread
0.139,1.39,rolls/buns
0.177,1.77,canned beer
0.824,8.24,white wine
0.401,4.01,sauces
0.194,1.94,hygiene articles
0.596,5.96,newspapers
0.697,6.97,fruit/vegetable juice
0.895,8.95,napkins
0.599,5.99,bottled beer
0.482,4.82,pastry
0.326,3.26,newspapers
0.574,5.74,meat spreads
0.535,5.35,sugar
0.721,7.21,coffee
0.496,4.96,domestic eggs
0.803,8.03,salt
0.366,3.66,rolls/buns
0.519,5.19,whole milk
0.973,9.73,baking powder
0.879,8.79,salty snack
0.644,6.44,coffee
0.726,7.26,newspapers
0.018,0.18,ketchup
0.142,1.42,newspapers
0.589,5.89,waffles
0.487,4.87,popcorn
0.169,1.69,cleaner
0.468,4.68,shopping bags
0.95,9.5,napkins
0.639,6.39,chocolate
0.221,2.21,shopping bags
0.47,4.7,specialty cheese
0.761,7.61,shopping bags
0.947,9.47,newspapers
0.778,7.78,specialty bar
0.595,5.95,fruit/vegetable juice
0.49,4.9,oil
0.365,3.65,liqueur
0.683,6.83,dishes
0.465,4.65,sugar
0.969,9.69,brown bread
0.007,0.07,zwieback
0.664,6.64,flour
0.896,8.96,margarine
0.614,6.14,frozen vegetables
0.207,2.07,rolls/buns
0.249,2.49,soda
0.86,8.6,shopping bags
0.746,7.46,soda
0.843,8.43,whipped/sour cream
0.17,1.7,cat food
0.811,8.11,pastry
0.297,2.97,root vegetables
0.958,9.58,whipped/sour cream
0.755,7.55,chocolate
0.101,1.01,rolls/buns
0.401,4.01,whole milk
0.145,1.45,salty snack
0.897,8.97,white bread
0.337,3.37,shopping bags
0.127,1.27,bottled beer
0.961,9.61,bottled beer
0.861,8.61,cake bar
0.711,7.11,coffee
0.032,0.32,hard cheese
0.764,7.64,soft cheese
0.214,2.14,whole milk
0.95,9.5,yogurt
0.599,5.99,rolls/buns
0.118,1.18,shopping bags
0.932,9.32,domestic eggs
0.855,8.55,coffee
0.645,6.45,flour
0.397,3.97,newspapers
0.063,0.63,shopping bags
0.391,3.91,shopping bags
0.818,8.18,bathroom cleaner
0.797,7.97,napkins
0.963,9.63,whipped/sour cream
0.262,2.62,dessert
0.075,0.75,soft cheese
0.097,0.97,shopping bags
0.464,4.64,detergent
0.472,4.72,chocolate
0.249,2.49,sugar
0.678,6.78,canned fish
0.858,8.58,hard cheese
0.039,0.39,bottled beer
0.867,8.67,butter milk
0.009,0.09,detergent
0.847,8.47,dishes
0.053,0.53,pastry
0.726,7.26,rolls/buns
0.703,7.03,napkins
0.898,8.98,domestic eggs
0.549,5.49,bottled beer
0.037,0.37,sliced cheese
0.091,0.91,yogurt
0.791,7.91,chocolate
0.101,1.01,shopping bags
0.052,0.52,newspapers
0.758,7.58,vinegar
0.365,3.65,mustard
0.574,5.74,dishes
0.785,7.85,chewing gum
0.375,3.75,bottled beer
0.9,9,fruit/vegetable juice
0.907,9.07,soda
0.495,4.95,soda
0.195,1.95,chocolate
0.053,0.53,misc. beverages
0.045,0.45,specialty bar
0.658,6.58,sugar
0.338,3.38,whole milk
0.732,7.32,pudding powder
0.475,4.75,whipped/sour cream
0.959,9.59,other vegetables
0.439,4.39,newspapers
0.236,2.36,sugar
0.441,4.41,baking powder
0.199,1.99,hard cheese
0.392,3.92,newspapers
0.151,1.51,whipped/sour cream
0.827,8.27,other vegetables
0.597,5.97,napkins
0.443,4.43,salty snack
0.347,3.47,pudding powder
0.631,6.31,specialty bar
0.46,4.6,bottled beer
0.448,4.48,soda
0.021,0.21,shopping bags
0.792,7.92,rolls/buns
0.234,2.34,newspapers
0.421,4.21,chocolate
0.737,7.37,semi-finished bread
0.22,2.2,shopping bags
0.005,0.05,shopping bags
0.552,5.52,shopping bags
0.733,7.33,shopping bags
0.513,5.13,hygiene articles
0.026,0.26,napkins
0.958,9.58,chocolate
0.061,0.61,pickled vegetables
0.241,2.41,shopping bags
0.629,6.29,light bulbs
0.764,7.64,bottled water
0.646,6.46,brown bread
0.71,7.1,sugar
0.341,3.41,specialty cheese
0.529,5.29,newspapers
0.643,6.43,bottled beer
0.09,0.9,curd
0.971,9.71,soda
0.582,5.82,butter milk
0.96,9.6,specialty chocolate
0.357,3.57,bottled water
0.878,8.78,pet care
0.25,2.5,rolls/buns
0.513,5.13,beverages
0.641,6.41,packaged fruit/vegetables
0.982,9.82,sweet spreads
0.572,5.72,soft cheese
0.464,4.64,whipped/sour cream
0.332,3.32,pet care
0.436,4.36,male cosmetics
0.085,0.85,shopping bags
0.165,1.65,shopping bags
0.93,9.3,cleaner
0.573,5.73,chocolate
0.721,7.21,newspapers
0.136,1.36,white wine
0.828,8.28,soda
0.582,5.82,domestic eggs
0.189,1.89,shopping bags
0.318,3.18,nut snack
0.292,2.92,oil
0.999,9.99,mayonnaise
0.335,3.35,shopping bags
0.113,1.13,fruit/vegetable juice
0.195,1.95,shopping bags
0.121,1.21,shopping bags
0.429,4.29,shopping bags
0.121,1.21,shopping bags
0.991,9.91,sweet spreads
0.937,9.37,red/blush wine
0.293,2.93,chewing gum
0.504,5.04,detergent
0.994,9.94,other vegetables
0.717,7.17,dishes
0.047,0.47,whipped/sour cream
0.036,0.36,butter
0.105,1.05,meat spreads
0.035,0.35,bottled beer
0.678,6.78,pastry
0.562,5.62,fruit/vegetable juice
0.538,5.38,whipped/sour cream
0.926,9.26,rolls/buns
0.985,9.85,soft cheese
0.415,4.15,pastry
0.946,9.46,honey
0.075,0.75,bottled water
0.371,3.71,spread cheese
0.035,0.35,candy
0.013,0.13,packaged fruit/vegetables
0.744,7.44,canned beer
0.52,5.2,chocolate
0.978,9.78,fruit/vegetable juice
0.848,8.48,soda
0.014,0.14,coffee
0.535,5.35,mayonnaise
0.988,9.88,butter
0.405,4.05,cereals
0.4,4,rolls/buns
0.504,5.04,waffles
0.606,6.06,fruit/vegetable juice
0.434,4.34,fruit/vegetable juice
0.425,4.25,misc. beverages
0.732,7.32,whole milk
0.165,1.65,fruit/vegetable juice
0.511,5.11,soda
0.972,9.72,sugar
0.666,6.66,sugar
0.819,8.19,cat food
0.66,6.6,butter
0.422,4.22,chocolate
0.752,7.52,soda
0.476,4.76,specialty bar
0.802,8.02,soda
0.001,0.01,cling film/bags
0.214,2.14,waffles
0.411,4.11,female sanitary products
0.59,5.9,pastry
0.541,5.41,dental care
0.881,8.81,misc. beverages
0.936,9.36,soft cheese
0.742,7.42,brown bread
0.681,6.81,frozen meals
0.356,3.56,bottled water
0.617,6.17,soda
0.466,4.66,cling film/bags
0.508,5.08,mayonnaise
0.695,6.95,frozen fish
0.003,0.03,other vegetables
0.445,4.45,canned vegetables
0.059,0.59,fruit/vegetable juice
0.669,6.69,pasta
0.318,3.18,whipped/sour cream
0.267,2.67,shopping bags
0.77,7.7,margarine
0.119,1.19,tea
0.175,1.75,soda
0.383,3.83,other vegetables
0.22,2.2,fruit/vegetable juice
0.648,6.48,yogurt
0.941,9.41,flour
0.304,3.04,soups
0.641,6.41,onions
0.084,0.84,brown bread
0.047,0.47,domestic eggs
0.939,9.39,soda
0.747,7.47,brown bread
0.382,3.82,brown bread
0.953,9.53,margarine
0.71,7.1,artif. sweetener
0.546,5.46,bottled beer
0.758,7.58,canned beer
0.625,6.25,snack products
0.688,6.88,meat spreads
0.924,9.24,oil
0.822,8.22,margarine
0.648,6.48,oil
0.464,4.64,chewing gum
0.331,3.31,soda
0.314,3.14,rolls/buns
0.07,0.7,yogurt
0.76,7.6,domestic eggs
0.796,7.96,napkins
0.089,0.89,whole milk
0.6,6,domestic eggs
0.704,7.04,napkins
0.276,2.76,whipped/sour cream
0.226,2.26,rolls/buns
0.354,3.54,fruit/vegetable juice
0.129,1.29,frozen meals
0.837,8.37,rum
0.93,9.3,whipped/sour cream
0.065,0.65,brown bread
0.639,6.39,long life bakery product
0.278,2.78,dish cleaner
0.532,5.32,pot plants
0.258,2.58,yogurt
0.245,2.45,candy
0.376,3.76,whole milk
0.578,5.78,cat food
0.126,1.26,chocolate
0.278,2.78,liquor
0.026,0.26,yogurt
0.98,9.8,soda
0.219,2.19,rolls/buns
0.377,3.77,processed cheese
0.241,2.41,white bread
0.598,5.98,domestic eggs
0.902,9.02,napkins
0.067,0.67,frozen meals
0.927,9.27,candles
0.567,5.67,soda
0.981,9.81,cat food
0.765,7.65,yogurt
0.243,2.43,salty snack
0.741,7.41,sliced cheese
0.226,2.26,soda
0.656,6.56,sugar
0.45,4.5,flour
0.826,8.26,whole milk
0.329,3.29,frozen vegetables
0.248,2.48,soap
0.276,2.76,pasta
0.839,8.39,whole milk
0.735,7.35,margarine
0.053,0.53,specialty cheese
0.316,3.16,whipped/sour cream
0.381,3.81,candy
0.312,3.12,butter
0.809,8.09,frozen potato products
0.732,7.32,pastry
0.029,0.29,dessert
0.708,7.08,frozen meals
0.292,2.92,UHT-milk
0.238,2.38,dessert
0.395,3.95,onions
0.459,4.59,semi-finished bread
0.012,0.12,napkins
0.547,5.47,beverages
0.379,3.79,sugar
0.45,4.5,margarine
0.398,3.98,UHT-milk
0.527,5.27,whipped/sour cream
0.444,4.44,oil
0.681,6.81,pot plants
0.536,5.36,bottled beer
0.425,4.25,frozen vegetables
0.023,0.23,hard cheese
0.852,8.52,sugar
0.11,1.1,newspapers
0.064,0.64,soda
0.063,0.63,condensed milk
0.775,7.75,yogurt
0.573,5.73,margarine
0.538,5.38,cream cheese
0.324,3.24,soda
0.08,0.8,whipped/sour cream
0.427,4.27,domestic eggs
0.98,9.8,dessert
0.489,4.89,cat food
0.781,7.81,cling film/bags
0.496,4.96,pastry
0.803,8.03,specialty bar
0.543,5.43,rolls/buns
0.379,3.79,whole milk
0.674,6.74,canned beer
0.245,2.45,female sanitary products
0.798,7.98,butter
0.873,8.73,shopping bags
0.731,7.31,rolls/buns
0.101,1.01,whole milk
0.781,7.81,candles
0.17,1.7,soda
0.083,0.83,chocolate marshmallow
0.522,5.22,oil
0.976,9.76,hygiene articles
0.397,3.97,white bread
0.286,2.86,brown bread
0.059,0.59,bottled beer
0.124,1.24,yogurt
0.14,1.4,flour
0.685,6.85,yogurt
0.919,9.19,white bread
0.482,4.82,packaged fruit/vegetables
0.62,6.2,newspapers
0.071,0.71,sparkling wine
0.89,8.9,chocolate marshmallow
0.908,9.08,seasonal products
0.795,7.95,hard cheese
0.78,7.8,whole milk
0.205,2.05,soda
0.032,0.32,kitchen towels
0.755,7.55,long life bakery product
0.828,8.28,packaged fruit/vegetables
0.453,4.53,cereals
0.046,0.46,fruit/vegetable juice
0.94,9.4,canned fish
0.446,4.46,yogurt
0.412,4.12,hard cheese
0.79,7.9,brown bread
0.093,0.93,newspapers
0.72,7.2,newspapers
0.177,1.77,other vegetables
0.312,3.12,rolls/buns
0.583,5.83,whole milk
0.552,5.52,frozen vegetables
0.015,0.15,hygiene articles
0.216,2.16,whipped/sour cream
0.649,6.49,root vegetables
0.255,2.55,bottled water
0.029,0.29,napkins
0.761,7.61,specialty chocolate
0.361,3.61,candy
0.898,8.98,margarine
0.8,8,rolls/buns
0.127,1.27,pot plants
0.313,3.13,pastry
0.706,7.06,mustard
0.788,7.88,domestic eggs
0.355,3.55,specialty chocolate
0.735,7.35,candy
0.838,8.38,waffles
0.723,7.23,house keeping products
0.417,4.17,dish cleaner
0.938,9.38,sugar
0.807,8.07,detergent
0.727,7.27,oil
0.571,5.71,soda
0.278,2.78,dog food
0.09,0.9,napkins
0.724,7.24,yogurt
0.516,5.16,fruit/vegetable juice
0.908,9.08,chewing gum
0.272,2.72,packaged fruit/vegetables
0.445,4.45,other vegetables
0.232,2.32,whole milk
0.792,7.92,UHT-milk
0.452,4.52,sugar
0.129,1.29,bottled water
0.45,4.5,sliced cheese
0.695,6.95,yogurt
0.801,8.01,napkins
0.895,8.95,popcorn
0.773,7.73,pastry
0.3,3,margarine
0.968,9.68,butter milk
0.422,4.22,shopping bags
0.813,8.13,domestic eggs
0.145,1.45,sliced cheese
0.845,8.45,rolls/buns
0.61,6.1,long life bakery product
0.875,8.75,oil
0.207,2.07,shopping bags
0.59,5.9,candy
0.377,3.77,brown bread
0.263,2.63,yogurt
0.519,5.19,coffee
0.536,5.36,pip fruit
0.622,6.22,specialty cheese
0.009,0.09,soda
0.114,1.14,yogurt
0.374,3.74,bottled water
0.21,2.1,waffles
0.944,9.44,baking powder
0.657,6.57,rolls/buns
0.721,7.21,specialty chocolate
0.871,8.71,mustard
0.517,5.17,frozen vegetables
0.974,9.74,chocolate
0.868,8.68,whole milk
0.781,7.81,brown bread
0.444,4.44,pickled vegetables
0.561,5.61,artif. sweetener
0.604,6.04,soda
0.783,7.83,pickled vegetables
0.693,6.93,whole milk
0.841,8.41,red/blush wine
0.811,8.11,shopping bags
0.308,3.08,butter
0.035,0.35,kitchen towels
0.246,2.46,salt
0.859,8.59,shopping bags
0.187,1.87,candy
0.873,8.73,specialty chocolate
0.961,9.61,curd
0.503,5.03,bottled water
0.693,6.93,oil
0.463,4.63,prosecco
0.923,9.23,chocolate marshmallow
0.561,5.61,soft cheese
0.557,5.57,cake bar
0.822,8.22,waffles
0.02,0.2,pastry
0.987,9.87,bottled beer
0.279,2.79,chocolate
0.738,7.38,specialty bar
0.535,5.35,shopping bags
0.151,1.51,shopping bags
0.361,3.61,candy
0.877,8.77,shopping bags
0.292,2.92,jam
0.559,5.59,hygiene articles
0.888,8.88,processed cheese
0.731,7.31,yogurt
0.794,7.94,white bread
0.066,0.66,domestic eggs
0.176,1.76,frozen dessert
0.853,8.53,ice cream
0.774,7.74,white wine
0.777,7.77,shopping bags
0.939,9.39,newspapers
0.159,1.59,white wine
0.143,1.43,whole milk
0.152,1.52,fruit/vegetable juice
0.736,7.36,brown bread
0.258,2.58,shopping bags
0.893,8.93,soda
0.035,0.35,white bread
0.287,2.87,other vegetables
0.851,8.51,whipped/sour cream
0.383,3.83,seasonal products
0.991,9.91,soda
0.698,6.98,oil
0.731,7.31,pot plants
0.201,2.01,napkins
0.775,7.75,waffles
0.309,3.09,newspapers
0.498,4.98,bags
0.061,0.61,rolls/buns
0.059,0.59,rolls/buns
0.429,4.29,chocolate
0.718,7.18,fruit/vegetable juice
0.905,9.05,salt
0.633,6.33,mustard
0.996,9.96,meat spreads
0.421,4.21,butter
0.694,6.94,newspapers
0.12,1.2,napkins
0.555,5.55,misc. beverages
0.319,3.19,pastry
0.808,8.08,yogurt
0.186,1.86,soda
0.367,3.67,soda
0.337,3.37,soda
0.397,3.97,artif. sweetener
0.759,7.59,ketchup
0.767,7.67,yogurt
0.96,9.6,specialty bar
0.681,6.81,brown bread
0.859,8.59,napkins
0.706,7.06,shopping bags
0.674,6.74,salt
0.214,2.14,margarine
0.696,6.96,white bread
0.13,1.3,long life bakery product
0.855,8.55,margarine
0.779,7.79,chocolate
0.554,5.54,abrasive cleaner
0.839,8.39,cat food
0.72,7.2,bottled water
0.728,7.28,instant coffee
0.717,7.17,curd
0.881,8.81,whole milk
0.017,0.17,frozen meals
0.726,7.26,sugar
0.082,0.82,female sanitary products
0.759,7.59,frozen meals
0.21,2.1,soda
0.977,9.77,newspapers
0.863,8.63,whipped/sour cream
0.793,7.93,bottled water
0.301,3.01,sugar
0.824,8.24,rolls/buns
0.143,1.43,curd cheese
0.707,7.07,detergent
0.225,2.25,waffles
0.112,1.12,dishes
0.328,3.28,root vegetables
0.833,8.33,domestic eggs
0.298,2.98,bottled water
0.132,1.32,salty snack
0.779,7.79,abrasive cleaner
0.911,9.11,sugar
0.797,7.97,newspapers
0.955,9.55,rolls/buns
0.205,2.05,margarine
0.063,0.63,chocolate
0.622,6.22,newspapers
0.994,9.94,canned vegetables
0.681,6.81,coffee
0.686,6.86,waffles
0.706,7.06,pasta
0.451,4.51,specialty bar
0.067,0.67,napkins
0.96,9.6,bottled beer
0.518,5.18,newspapers
0.481,4.81,shopping bags
0.552,5.52,cream cheese
0.484,4.84,rolls/buns
0.466,4.66,fruit/vegetable juice
0.178,1.78,bottled beer
0.839,8.39,shopping bags
0.657,6.57,butter
0.727,7.27,beverages
0.729,7.29,cling film/bags
0.873,8.73,cream cheese
0.274,2.74,flower (seeds)
0.966,9.66,salty snack
0.778,7.78,rolls/buns
0.734,7.34,napkins
0.66,6.6,frozen dessert
0.715,7.15,bottled water
0.877,8.77,bottled water
0.803,8.03,soups
0.061,0.61,hygiene articles
0.065,0.65,brown bread
0.724,7.24,semi-finished bread
0.969,9.69,rolls/buns
0.473,4.73,soda
0.495,4.95,pickled vegetables
0.387,3.87,napkins
0.76,7.6,flour
0.314,3.14,rolls/buns
0.252,2.52,abrasive cleaner
0.303,3.03,margarine
0.817,8.17,chocolate
0.146,1.46,waffles
0.257,2.57,dish cleaner
0.45,4.5,chewing gum
0.46,4.6,brown bread
0.409,4.09,cat food
0.181,1.81,hygiene articles
0.202,2.02,syrup
0.715,7.15,fruit/vegetable juice
0.792,7.92,softener
0.901,9.01,coffee
0.415,4.15,margarine
0.117,1.17,roll products
0.173,1.73,bottled water
0.403,4.03,semi-finished bread
0.995,9.95,hygiene articles
0.481,4.81,sliced cheese
0.752,7.52,rice
0.248,2.48,misc. beverages
0.241,2.41,shopping bags
0.127,1.27,frozen potato products
0.119,1.19,red/blush wine
0.355,3.55,rolls/buns
0.765,7.65,candles
0.508,5.08,sliced cheese
0.464,4.64,hygiene articles
0.229,2.29,frozen dessert
0.356,3.56,bottled water
0.647,6.47,pastry
0.604,6.04,bottled water
0.046,0.46,bottled beer
0.386,3.86,seasonal products
0.075,0.75,detergent
0.847,8.47,pickled vegetables
0.181,1.81,bottled water
0.122,1.22,frozen vegetables
0.517,5.17,flour
0.168,1.68,coffee
0.825,8.25,margarine
0.984,9.84,tea
0.736,7.36,liquor
0.103,1.03,shopping bags
0.841,8.41,chocolate
0.202,2.02,soda
0.687,6.87,dish cleaner
0.262,2.62,long life bakery product
0.259,2.59,waffles
0.809,8.09,candles
0.36,3.6,sugar
0.234,2.34,chocolate
0.634,6.34,shopping bags
0.865,8.65,newspapers
0.204,2.04,organic products
0.758,7.58,whipped/sour cream
0.495,4.95,cat food
0.313,3.13,napkins
0.998,9.98,soda
0.343,3.43,yogurt
0.859,8.59,long life bakery product
0.94,9.4,bottled water
0.741,7.41,bottled water
0.26,2.6,rolls/buns
0.11,1.1,rolls/buns
0.882,8.82,newspapers
0.392,3.92,newspapers
0.362,3.62,flour
0.345,3.45,bottled water
0.071,0.71,shopping bags
0.561,5.61,domestic eggs
0.836,8.36,candles
0.241,2.41,frozen meals
0.224,2.24,napkins
0.885,8.85,mustard
0.449,4.49,sugar
0.764,7.64,fruit/vegetable juice
0.852,8.52,coffee
0.802,8.02,newspapers
0.396,3.96,sliced cheese
0.062,0.62,ready soups
0.058,0.58,rolls/buns
0.947,9.47,rolls/buns
0.119,1.19,whole milk
0.025,0.25,hard cheese
0.679,6.79,yogurt
0.247,2.47,abrasive cleaner
0.86,8.6,shopping bags
0.664,6.64,whipped/sour cream
0.137,1.37,chocolate
0.115,1.15,red/blush wine
0.285,2.85,curd cheese
0.239,2.39,shopping bags
0.589,5.89,newspapers
0.697,6.97,pastry
0.5,5,long life bakery product
0.155,1.55,napkins
0.075,0.75,ready soups
0.558,5.58,oil
0.482,4.82,shopping bags
0.137,1.37,pot plants
0.071,0.71,yogurt
0.833,8.33,pot plants
0.201,2.01,bottled water
0.142,1.42,soda
0.113,1.13,fruit/vegetable juice
0.178,1.78,brown bread
0.698,6.98,bottled beer
0.216,2.16,cream cheese
0.959,9.59,UHT-milk
0.708,7.08,flower (seeds)
0.43,4.3,white bread
0.56,5.6,pastry
0.081,0.81,cleaner
0.206,2.06,yogurt
0.746,7.46,artif. sweetener
0.06,0.6,seasonal products
0.775,7.75,fruit/vegetable juice
0.382,3.82,soft cheese
0.995,9.95,yogurt
0.478,4.78,butter milk
0.167,1.67,pot plants
0.612,6.12,soda
0.327,3.27,shopping bags
0.886,8.86,white bread
0.459,4.59,whipped/sour cream
0.178,1.78,dental care
0.909,9.09,canned beer
0.871,8.71,white bread
0.897,8.97,yogurt
0.341,3.41,pastry
0.51,5.1,UHT-milk
0.668,6.68,fruit/vegetable juice
0.393,3.93,white bread
0.141,1.41,long life bakery product
0.986,9.86,rum
0.148,1.48,pickled vegetables
0.73,7.3,artif. sweetener
0.048,0.48,processed cheese
0.016,0.16,white bread
0.668,6.68,coffee
0.058,0.58,dessert
0.379,3.79,bottled water
0.491,4.91,newspapers
0.704,7.04,white bread
0.018,0.18,Instant food products
0.304,3.04,fruit/vegetable juice
0.679,6.79,napkins
0.831,8.31,pastry
0.053,0.53,margarine
0.346,3.46,curd
0.24,2.4,chocolate
0.927,9.27,bottled water
0.646,6.46,whipped/sour cream
0.911,9.11,fruit/vegetable juice
0.872,8.72,rolls/buns
0.121,1.21,pudding powder
0.201,2.01,brandy
0.496,4.96,canned beer
0.584,5.84,liquor (appetizer)
0.005,0.05,rice
0.147,1.47,fruit/vegetable juice
0.977,9.77,hygiene articles
0.043,0.43,pastry
0.451,4.51,hard cheese
0.014,0.14,fruit/vegetable juice
0.143,1.43,baking powder
0.06,0.6,rolls/buns
0.793,7.93,tropical fruit
0.629,6.29,pastry
0.883,8.83,bottled beer
0.076,0.76,curd
0.785,7.85,salty snack
0.54,5.4,soda
0.673,6.73,salty snack
0.645,6.45,yogurt
0.356,3.56,frozen dessert
0.473,4.73,long life bakery product
0.367,3.67,yogurt
0.298,2.98,cookware
0.286,2.86,Instant food products
0.267,2.67,cat food
0.743,7.43,sugar
0.867,8.67,other vegetables
0.792,7.92,canned vegetables
0.6,6,bottled water
0.918,9.18,shopping bags
0.886,8.86,white bread
0.598,5.98,dental care
0.016,0.16,dishes
0.92,9.2,whipped/sour cream
0.197,1.97,flour
0.795,7.95,salty snack
0.143,1.43,baking powder
0.07,0.7,salt
0.474,4.74,hygiene articles
0.5,5,domestic eggs
0.713,7.13,rolls/buns
0.174,1.74,shopping bags
0.441,4.41,frozen dessert
0.228,2.28,brown bread
0.845,8.45,white bread
0.668,6.68,bottled beer
0.13,1.3,domestic eggs
0.876,8.76,domestic eggs
0.959,9.59,white bread
0.275,2.75,oil
0.692,6.92,butter
0.964,9.64,soft cheese
0.785,7.85,long life bakery product
0.657,6.57,rolls/buns
0.561,5.61,soda
0.608,6.08,shopping bags
0.939,9.39,sweet spreads
0.697,6.97,bottled water
0.625,6.25,specialty bar
0.362,3.62,specialty chocolate
0.072,0.72,napkins
0.085,0.85,domestic eggs
